gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,highest_score,lowest_score,score_gap,score_std,strongest_subject,weakest_subject,performance_level,consistency,at_risk,performance_profile
female,group C,some college,standard,none,59,71,70,66.66666666666667,71,59,12,6.6583281184793925,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group B,bachelor's degree,standard,none,61,72,70,67.66666666666667,72,61,11,5.8594652770823155,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group A,associate's degree,standard,none,63,61,61,61.666666666666664,63,61,2,1.1547005383792517,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,free/reduced,completed,42,66,69,59.0,69,42,27,14.798648586948742,Writing,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group D,some college,free/reduced,none,59,62,61,60.666666666666664,62,59,3,1.5275252316519465,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,none,80,90,89,86.33333333333333,90,80,10,5.507570547286102,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group B,high school,standard,none,58,62,59,59.666666666666664,62,58,4,2.0816659994661326,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,some high school,standard,completed,85,84,78,82.33333333333333,85,78,7,3.7859388972001824,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,standard,none,52,58,58,56.0,58,52,6,3.4641016151377544,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,some high school,free/reduced,none,27,34,32,31.0,34,27,7,3.605551275463989,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group C,some college,standard,none,59,60,58,59.0,60,58,2,1.0,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,bachelor's degree,free/reduced,completed,49,58,60,55.666666666666664,60,49,11,5.8594652770823155,Writing,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,completed,69,58,53,60.0,69,53,16,8.18535277187245,Mathematics,Writing,Average,Consistent,Not At Risk,Math-Oriented
male,group C,bachelor's degree,free/reduced,none,61,66,61,62.666666666666664,66,61,5,2.8867513459481287,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group A,some high school,free/reduced,none,44,64,58,55.333333333333336,64,44,20,10.263202878893768,Reading,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group D,some high school,standard,none,73,84,85,80.66666666666667,85,73,12,6.6583281184793925,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group E,some college,standard,none,84,77,71,77.33333333333333,84,71,13,6.506407098647712,Mathematics,Writing,Good,Consistent,Not At Risk,Balanced High Performer
female,group C,some college,free/reduced,completed,45,73,70,62.666666666666664,73,45,28,15.37313674346694,Reading,Mathematics,Average,Inconsistent,Not At Risk,Language-Oriented
male,group D,some high school,standard,none,74,74,72,73.33333333333333,74,72,2,1.1547005383792517,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,some college,standard,completed,82,97,96,91.66666666666667,97,82,15,8.386497083606084,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,bachelor's degree,standard,none,59,70,73,67.33333333333333,73,59,14,7.3711147958319945,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group E,associate's degree,free/reduced,none,46,43,41,43.333333333333336,46,41,5,2.516611478423583,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group D,some high school,standard,none,80,90,82,84.0,90,80,10,5.291502622129181,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,free/reduced,completed,85,95,100,93.33333333333333,100,85,15,7.637626158259734,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group A,some high school,standard,none,71,83,77,77.0,83,71,12,6.0,Reading,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
male,group A,bachelor's degree,standard,none,66,64,62,64.0,66,62,4,2.0,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,80,86,83,83.0,86,80,6,3.0,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,associate's degree,standard,completed,87,100,95,94.0,100,87,13,6.557438524302,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,master's degree,free/reduced,none,79,81,71,77.0,81,71,10,5.291502622129181,Reading,Writing,Good,Consistent,Not At Risk,Balanced High Performer
female,group E,some high school,free/reduced,none,38,49,45,44.0,49,38,11,5.5677643628300215,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group A,some high school,free/reduced,none,38,43,43,41.333333333333336,43,38,5,2.8867513459481287,Reading,Mathematics,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group E,some college,standard,none,67,76,75,72.66666666666667,76,67,9,4.932882862316247,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,none,64,73,70,69.0,73,64,9,4.58257569495584,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,none,57,78,67,67.33333333333333,78,57,21,10.503967504392488,Reading,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group D,high school,standard,none,62,64,64,63.333333333333336,64,62,2,1.1547005383792517,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,master's degree,standard,none,73,70,75,72.66666666666667,75,70,5,2.5166114784235836,Writing,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group E,some high school,free/reduced,completed,73,67,59,66.33333333333333,73,59,14,7.023769168568492,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
female,group D,some college,standard,none,77,68,77,74.0,77,68,9,5.196152422706632,Mathematics,Reading,Good,Consistent,Not At Risk,Developing Performer
male,group E,some college,standard,none,76,67,67,70.0,76,67,9,5.196152422706632,Mathematics,Reading,Good,Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,completed,57,54,56,55.666666666666664,57,54,3,1.5275252316519465,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some high school,standard,completed,65,74,77,72.0,77,65,12,6.244997998398398,Writing,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group A,high school,free/reduced,none,48,45,41,44.666666666666664,48,41,7,3.511884584284246,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group B,high school,free/reduced,none,50,67,63,60.0,67,50,17,8.888194417315589,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group C,associate's degree,standard,none,85,89,95,89.66666666666667,95,85,10,5.033222956847166,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group B,some high school,standard,none,74,63,57,64.66666666666667,74,57,17,8.621678104251709,Mathematics,Writing,Average,Consistent,Not At Risk,Math-Oriented
male,group D,some high school,standard,none,60,59,54,57.666666666666664,60,54,6,3.214550253664318,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some high school,standard,completed,59,54,67,60.0,67,54,13,6.557438524302,Writing,Reading,Average,Consistent,Not At Risk,Developing Performer
male,group A,some college,standard,none,53,43,43,46.333333333333336,53,43,10,5.773502691896258,Mathematics,Reading,Poor,Consistent,At Risk,At-Risk Performer
female,group A,some college,free/reduced,none,49,65,55,56.333333333333336,65,49,16,8.082903768654761,Reading,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
female,group D,high school,standard,completed,88,99,100,95.66666666666667,100,88,12,6.6583281184793925,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,high school,standard,none,54,59,62,58.333333333333336,62,54,8,4.041451884327381,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some high school,standard,none,63,73,68,68.0,73,63,10,5.0,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,associate's degree,standard,completed,65,65,63,64.33333333333333,65,63,2,1.1547005383792517,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,82,80,77,79.66666666666667,82,77,5,2.5166114784235836,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,high school,free/reduced,completed,52,57,56,55.0,57,52,5,2.6457513110645907,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,completed,87,84,85,85.33333333333333,87,84,3,1.5275252316519468,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,standard,completed,70,71,74,71.66666666666667,74,70,4,2.081665999466133,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group E,some college,standard,completed,84,83,78,81.66666666666667,84,78,6,3.214550253664318,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,associate's degree,standard,none,71,66,60,65.66666666666667,71,60,11,5.507570547286102,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
male,group B,some high school,standard,completed,63,67,67,65.66666666666667,67,63,4,2.3094010767585034,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,bachelor's degree,free/reduced,completed,51,72,79,67.33333333333333,79,51,28,14.571661996262929,Writing,Mathematics,Average,Moderately Consistent,Not At Risk,Language-Oriented
male,group E,high school,standard,none,84,73,69,75.33333333333333,84,69,15,7.76745346515403,Mathematics,Writing,Good,Consistent,Not At Risk,Math-Oriented
male,group C,bachelor's degree,standard,completed,71,74,68,71.0,74,68,6,3.0,Reading,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,standard,none,74,73,67,71.33333333333333,74,67,7,3.7859388972001824,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group D,some college,standard,none,68,59,62,63.0,68,59,9,4.58257569495584,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,high school,free/reduced,completed,57,56,54,55.666666666666664,57,54,3,1.5275252316519465,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,completed,82,93,93,89.33333333333333,93,82,11,6.350852961085883,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,high school,standard,completed,57,58,64,59.666666666666664,64,57,7,3.7859388972001824,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,master's degree,free/reduced,completed,47,58,67,57.333333333333336,67,47,20,10.016652800877813,Writing,Mathematics,Below Average,Moderately Consistent,Not At Risk,Language-Oriented
female,group A,some high school,standard,completed,59,85,80,74.66666666666667,85,59,26,13.796134724383252,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
male,group B,some college,free/reduced,none,41,39,34,38.0,41,34,7,3.605551275463989,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
female,group C,some college,free/reduced,none,62,67,62,63.666666666666664,67,62,5,2.8867513459481287,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,bachelor's degree,standard,none,86,83,86,85.0,86,83,3,1.7320508075688772,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some high school,free/reduced,none,69,71,65,68.33333333333333,71,65,6,3.055050463303893,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,some high school,free/reduced,none,65,59,53,59.0,65,53,12,6.0,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
male,group C,some high school,free/reduced,none,68,63,54,61.666666666666664,68,54,14,7.094598884597588,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
male,group C,associate's degree,free/reduced,none,64,66,59,63.0,66,59,7,3.605551275463989,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,standard,none,61,72,70,67.66666666666667,72,61,11,5.8594652770823155,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,none,61,56,55,57.333333333333336,61,55,6,3.214550253664318,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group A,some high school,free/reduced,none,47,59,50,52.0,59,47,12,6.244997998398398,Reading,Mathematics,Below Average,Consistent,Not At Risk,Developing Performer
male,group C,some high school,standard,none,73,66,66,68.33333333333333,73,66,7,4.041451884327381,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some college,free/reduced,completed,50,48,53,50.333333333333336,53,48,5,2.516611478423583,Writing,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,standard,none,75,68,64,69.0,75,64,11,5.5677643628300215,Mathematics,Writing,Average,Consistent,Not At Risk,Developing Performer
male,group D,associate's degree,free/reduced,none,75,66,73,71.33333333333333,75,66,9,4.725815626252608,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,none,70,56,51,59.0,70,51,19,9.848857801796104,Mathematics,Writing,Below Average,Consistent,Not At Risk,Math-Oriented
male,group D,some high school,standard,completed,89,88,82,86.33333333333333,89,82,7,3.7859388972001824,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,standard,completed,67,81,79,75.66666666666667,81,67,14,7.571877794400366,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,high school,standard,none,78,81,80,79.66666666666667,81,78,3,1.5275252316519468,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group A,some high school,free/reduced,none,59,73,69,67.0,73,59,14,7.211102550927978,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
female,group B,associate's degree,standard,none,73,83,76,77.33333333333333,83,73,10,5.131601439446884,Reading,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
male,group A,some high school,free/reduced,none,79,82,73,78.0,82,73,9,4.58257569495584,Reading,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,standard,completed,67,74,77,72.66666666666667,77,67,10,5.131601439446884,Writing,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group D,some college,free/reduced,none,69,66,60,65.0,69,60,9,4.58257569495584,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,completed,86,81,80,82.33333333333333,86,80,6,3.214550253664318,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,high school,standard,none,47,46,42,45.0,47,42,5,2.6457513110645907,Mathematics,Writing,Poor,Highly Consistent,At Risk,At-Risk Performer
male,group B,associate's degree,standard,none,81,73,72,75.33333333333333,81,72,9,4.932882862316247,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,free/reduced,completed,64,85,85,78.0,85,64,21,12.12435565298214,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
female,group E,some college,standard,none,100,92,97,96.33333333333333,100,92,8,4.041451884327381,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,free/reduced,none,65,77,74,72.0,77,65,12,6.244997998398398,Reading,Mathematics,Good,Consistent,Not At Risk,Developing Performer
male,group C,some college,free/reduced,none,65,58,49,57.333333333333336,65,49,16,8.020806277010644,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,none,53,61,62,58.666666666666664,62,53,9,4.932882862316248,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,bachelor's degree,free/reduced,none,37,56,47,46.666666666666664,56,37,19,9.504384952922168,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group D,bachelor's degree,standard,none,79,89,89,85.66666666666667,89,79,10,5.773502691896257,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group D,associate's degree,free/reduced,none,53,54,48,51.666666666666664,54,48,6,3.214550253664318,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,bachelor's degree,standard,none,100,100,100,100.0,100,100,0,0.0,Mathematics,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group B,high school,standard,completed,72,65,68,68.33333333333333,72,65,7,3.511884584284246,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,bachelor's degree,free/reduced,none,53,58,55,55.333333333333336,58,53,5,2.516611478423583,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,some college,free/reduced,none,54,54,45,51.0,54,45,9,5.196152422706632,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
female,group E,some college,standard,none,71,70,76,72.33333333333333,76,70,6,3.214550253664318,Writing,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,some college,free/reduced,none,77,90,91,86.0,91,77,14,7.810249675906654,Writing,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group A,bachelor's degree,standard,completed,75,58,62,65.0,75,58,17,8.888194417315589,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
female,group C,some college,standard,none,84,87,91,87.33333333333333,91,84,7,3.511884584284246,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,associate's degree,free/reduced,none,26,31,38,31.666666666666668,38,26,12,6.027713773341707,Writing,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
male,group A,high school,free/reduced,completed,72,67,65,68.0,72,65,7,3.605551275463989,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
female,group A,high school,free/reduced,completed,77,88,85,83.33333333333333,88,77,11,5.686240703077327,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
male,group C,some college,standard,none,91,74,76,80.33333333333333,91,74,17,9.29157324317757,Mathematics,Reading,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group C,associate's degree,standard,completed,83,85,90,86.0,90,83,7,3.605551275463989,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,high school,standard,none,63,69,74,68.66666666666667,74,63,11,5.507570547286102,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,68,86,84,79.33333333333333,86,68,18,9.865765724632496,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group D,some high school,standard,none,59,67,61,62.333333333333336,67,59,8,4.163331998932266,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,completed,90,90,91,90.33333333333333,91,90,1,0.5773502691896257,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,bachelor's degree,standard,completed,71,76,83,76.66666666666667,83,71,12,6.027713773341707,Writing,Mathematics,Good,Consistent,Not At Risk,Balanced High Performer
male,group E,bachelor's degree,standard,completed,76,62,66,68.0,76,62,14,7.211102550927978,Mathematics,Reading,Average,Consistent,Not At Risk,Math-Oriented
male,group D,associate's degree,standard,none,80,68,72,73.33333333333333,80,68,12,6.110100926607787,Mathematics,Reading,Good,Consistent,Not At Risk,Developing Performer
female,group D,master's degree,standard,none,55,64,70,63.0,70,55,15,7.54983443527075,Writing,Mathematics,Average,Consistent,Not At Risk,Developing Performer
male,group E,associate's degree,standard,none,76,71,67,71.33333333333333,76,67,9,4.509249752822894,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
male,group B,high school,standard,completed,73,71,68,70.66666666666667,73,68,5,2.5166114784235836,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Developing Performer
female,group D,associate's degree,free/reduced,none,52,59,56,55.666666666666664,59,52,7,3.5118845842842465,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some college,free/reduced,none,68,68,61,65.66666666666667,68,61,7,4.041451884327381,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group A,high school,standard,none,59,52,46,52.333333333333336,59,46,13,6.506407098647712,Mathematics,Writing,Below Average,Consistent,Not At Risk,Developing Performer
female,group B,associate's degree,standard,none,49,52,54,51.666666666666664,54,49,5,2.516611478423583,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,none,70,74,71,71.66666666666667,74,70,4,2.0816659994661326,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,some college,free/reduced,none,61,47,56,54.666666666666664,61,47,14,7.094598884597588,Mathematics,Reading,Below Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,free/reduced,none,60,75,74,69.66666666666667,75,60,15,8.386497083606084,Reading,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group B,some high school,standard,completed,64,53,57,58.0,64,53,11,5.5677643628300215,Mathematics,Reading,Below Average,Consistent,Not At Risk,Developing Performer
male,group A,associate's degree,free/reduced,completed,79,82,82,81.0,82,79,3,1.7320508075688772,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group A,associate's degree,free/reduced,none,65,85,76,75.33333333333333,85,65,20,10.016652800877813,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
female,group C,associate's degree,standard,none,64,64,70,66.0,70,64,6,3.4641016151377544,Writing,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,none,83,83,90,85.33333333333333,90,83,7,4.041451884327381,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,standard,none,81,88,90,86.33333333333333,90,81,9,4.725815626252608,Writing,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,high school,standard,none,54,64,68,62.0,68,54,14,7.211102550927978,Writing,Mathematics,Average,Consistent,Not At Risk,Language-Oriented
male,group D,high school,standard,completed,68,64,66,66.0,68,64,4,2.0,Mathematics,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some college,standard,none,54,48,52,51.333333333333336,54,48,6,3.0550504633038935,Mathematics,Reading,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group D,some college,free/reduced,completed,59,78,76,71.0,78,59,19,10.44030650891055,Reading,Mathematics,Good,Moderately Consistent,Not At Risk,Language-Oriented
female,group B,some high school,standard,none,66,69,68,67.66666666666667,69,66,3,1.5275252316519468,Reading,Mathematics,Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,some college,standard,none,76,71,72,73.0,76,71,5,2.6457513110645907,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,standard,none,74,79,82,78.33333333333333,82,74,8,4.041451884327381,Writing,Mathematics,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group B,associate's degree,standard,completed,94,87,92,91.0,94,87,7,3.605551275463989,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group C,some college,free/reduced,none,63,61,54,59.333333333333336,63,54,9,4.725815626252609,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group E,associate's degree,standard,completed,95,89,92,92.0,95,89,6,3.0,Mathematics,Reading,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
female,group D,master's degree,free/reduced,none,40,59,54,51.0,59,40,19,9.848857801796104,Reading,Mathematics,Below Average,Consistent,Not At Risk,Language-Oriented
female,group B,some high school,standard,none,82,82,80,81.33333333333333,82,80,2,1.1547005383792517,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,high school,standard,none,68,70,66,68.0,70,66,4,2.0,Reading,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group B,bachelor's degree,free/reduced,none,55,59,54,56.0,59,54,5,2.6457513110645907,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,master's degree,standard,none,79,78,77,78.0,79,77,2,1.0,Mathematics,Writing,Good,Highly Consistent,Not At Risk,Balanced High Performer
female,group C,bachelor's degree,standard,none,86,92,87,88.33333333333333,92,86,6,3.214550253664318,Reading,Mathematics,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,some college,standard,none,76,71,73,73.33333333333333,76,71,5,2.516611478423583,Mathematics,Reading,Good,Highly Consistent,Not At Risk,Balanced High Performer
male,group A,some high school,standard,none,64,50,43,52.333333333333336,64,43,21,10.692676621563628,Mathematics,Writing,Below Average,Moderately Consistent,Not At Risk,Math-Oriented
male,group D,some high school,free/reduced,none,62,49,52,54.333333333333336,62,49,13,6.8068592855540455,Mathematics,Reading,Below Average,Consistent,Not At Risk,Math-Oriented
female,group B,some high school,standard,completed,54,61,62,59.0,62,54,8,4.358898943540674,Writing,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group B,master's degree,free/reduced,completed,77,97,94,89.33333333333333,97,77,20,10.785793124908958,Reading,Mathematics,Excellent,Moderately Consistent,Not At Risk,Balanced High Performer
female,group C,some high school,standard,completed,76,87,85,82.66666666666667,87,76,11,5.8594652770823155,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group D,some college,standard,none,74,89,84,82.33333333333333,89,74,15,7.637626158259734,Reading,Mathematics,Excellent,Consistent,Not At Risk,Balanced High Performer
female,group E,some college,standard,completed,66,74,73,71.0,74,66,8,4.358898943540674,Reading,Mathematics,Good,Highly Consistent,Not At Risk,Developing Performer
female,group D,some high school,standard,completed,66,78,78,74.0,78,66,12,6.928203230275509,Reading,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
female,group B,high school,free/reduced,completed,67,78,79,74.66666666666667,79,67,12,6.6583281184793925,Writing,Mathematics,Good,Consistent,Not At Risk,Language-Oriented
male,group D,some college,standard,none,71,49,52,57.333333333333336,71,49,22,11.930353445448853,Mathematics,Reading,Below Average,Moderately Consistent,Not At Risk,Math-Oriented
female,group C,associate's degree,standard,none,91,86,84,87.0,91,84,7,3.605551275463989,Mathematics,Writing,Excellent,Highly Consistent,Not At Risk,Balanced High Performer
male,group D,bachelor's degree,standard,none,69,58,57,61.333333333333336,69,57,12,6.658328118479393,Mathematics,Writing,Average,Consistent,Not At Risk,Math-Oriented
male,group C,master's degree,free/reduced,none,54,59,50,54.333333333333336,59,50,9,4.509249752822894,Reading,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,high school,standard,completed,53,52,49,51.333333333333336,53,49,4,2.0816659994661326,Mathematics,Writing,Below Average,Highly Consistent,Not At Risk,Developing Performer
male,group E,some college,standard,none,68,60,59,62.333333333333336,68,59,9,4.932882862316248,Mathematics,Writing,Average,Highly Consistent,Not At Risk,Developing Performer
male,group C,some high school,free/reduced,completed,56,61,60,59.0,61,56,5,2.6457513110645907,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,high school,free/reduced,none,36,53,43,44.0,53,36,17,8.54400374531753,Reading,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0,47,29,18,9.16515138991168,Writing,Mathematics,Poor,Consistent,At Risk,At-Risk Performer
female,group C,associate's degree,standard,none,62,74,70,68.66666666666667,74,62,12,6.110100926607787,Reading,Mathematics,Average,Consistent,Not At Risk,Developing Performer
female,group C,associate's degree,standard,completed,68,67,73,69.33333333333333,73,67,6,3.214550253664318,Writing,Reading,Average,Highly Consistent,Not At Risk,Developing Performer
female,group C,some high school,standard,none,47,54,53,51.333333333333336,54,47,7,3.785938897200183,Reading,Mathematics,Below Average,Highly Consistent,Not At Risk,Developing Performer
